,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_t_zerosum__[0, 760]",-1.199233,0.164399,-1.504964,-0.883358,0.00045,0.000725,133556.278865,58047.898946,1.000093
"theta_t_zerosum__[0, 761]",-1.992963,0.191048,-2.362447,-1.646983,0.000581,0.000787,112603.494187,55606.252452,1.00023
"theta_t_zerosum__[0, 762]",-1.821823,0.187831,-2.171516,-1.470589,0.000612,0.000772,97578.624368,55807.998856,1.000098
"theta_t_zerosum__[0, 763]",0.454363,0.219487,0.030173,0.848763,0.000591,0.000883,146956.019269,56636.093892,1.00004
"theta_t_zerosum__[0, 764]",-0.453209,0.556827,-1.520801,0.532691,0.001895,0.002225,94331.195933,58320.152953,1.00014
"theta_t_zerosum__[0, 765]",1.285728,0.439013,0.447343,2.102412,0.001612,0.002279,86049.099743,47638.474892,1.000089
"theta_t_zerosum__[0, 766]",-3.098729,0.276813,-3.619783,-2.580866,0.000866,0.001027,103598.35355,58803.664987,1.00006
"theta_t_zerosum__[0, 767]",-3.194271,0.273483,-3.720314,-2.693482,0.000867,0.000995,101599.273996,59544.27033,0.999983
"theta_t_zerosum__[0, 768]",-2.626037,0.229953,-3.061871,-2.202879,0.000711,0.000861,107779.443314,59956.532019,1.000168
"theta_t_zerosum__[0, 769]",-1.548676,0.158515,-1.852786,-1.261865,0.000759,0.000529,44163.017407,55321.811466,1.00005
"theta_t_zerosum__[0, 770]",-1.040749,0.176819,-1.364966,-0.706586,0.00072,0.000707,62884.937164,52467.634454,1.000081
"theta_t_zerosum__[0, 771]",-0.665248,0.249662,-1.111055,-0.189542,0.000869,0.001186,96876.644421,52397.211263,1.000205
"theta_t_zerosum__[0, 772]",0.552265,0.278941,0.034601,1.08309,0.001338,0.002994,53615.453322,25403.525075,1.000224
"theta_t_zerosum__[0, 773]",0.030508,0.177297,-0.30805,0.35911,0.000526,0.000668,116767.116542,61973.504115,1.000015
"theta_t_zerosum__[0, 774]",-1.591116,0.13984,-1.861907,-1.334428,0.000403,0.000574,120277.701013,58640.448575,1.0001
"theta_t_zerosum__[0, 775]",-1.632685,0.193648,-1.997539,-1.265257,0.000578,0.000836,112492.246952,56291.779072,1.00017
"theta_t_zerosum__[0, 776]",0.778738,0.912321,-0.929541,2.493847,0.002379,0.003679,147206.505371,59033.478853,1.000136
"theta_t_zerosum__[0, 777]",-0.730449,0.936539,-2.469184,1.049159,0.002585,0.003564,131701.986888,62215.479404,1.000092
"theta_t_zerosum__[0, 778]",-1.995106,0.192371,-2.35664,-1.631363,0.000531,0.000771,131734.245758,58916.46304,1.000104
"theta_t_zerosum__[0, 779]",1.195133,0.609364,0.044635,2.352509,0.00179,0.002583,119393.388656,60258.954458,1.000084
"logA_z_zerosum__[0, 0]",0.618449,0.131846,0.369424,0.865782,0.000678,0.00045,37688.086006,49241.118202,1.000135
"logA_z_zerosum__[0, 1]",0.156291,0.163786,-0.151141,0.46508,0.000759,0.00056,46847.19071,58311.705927,1.000044
"logA_z_zerosum__[0, 2]",0.055826,0.746705,-1.435148,1.208605,0.00869,0.00622,8260.772885,10637.395162,1.00093
"logA_z_zerosum__[0, 3]",1.120821,0.17974,0.783742,1.460674,0.00104,0.00059,29834.011181,49794.144591,1.000104
