,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_zsn_t_zerosum__[0, 687]",0.566208,0.100933,0.373918,0.753136,0.000712,0.000422,20644.782561,6443.112592,1.000592
"theta_zsn_t_zerosum__[0, 688]",0.39796,0.107866,0.194904,0.601262,0.000307,0.000413,124036.306185,59761.421375,1.000253
"theta_zsn_t_zerosum__[0, 689]",0.199888,0.077592,0.053547,0.346408,0.000239,0.000288,105521.199408,61503.626302,1.000349
"theta_zsn_t_zerosum__[0, 690]",0.26224,0.102262,0.066828,0.452661,0.000292,0.000396,123199.414185,60418.407922,1.00036
"theta_zsn_t_zerosum__[0, 691]",0.312372,0.095075,0.136382,0.49393,0.000274,0.000361,120503.049512,60513.702363,1.000094
"theta_zsn_t_zerosum__[0, 692]",0.264101,0.183543,-0.0814,0.601174,0.001204,0.000825,18436.902941,28276.069206,1.000505
"theta_zsn_t_zerosum__[0, 693]",0.8159,0.133575,0.564611,1.063985,0.000593,0.000539,50770.338476,57609.136792,1.000393
"theta_zsn_t_zerosum__[0, 694]",0.443205,0.501465,-0.511754,1.353435,0.00163,0.002289,108489.934568,52748.801053,1.000152
"theta_zsn_t_zerosum__[0, 695]",0.631701,0.091619,0.459783,0.804824,0.000272,0.000367,113749.870081,58983.489696,1.000077
"theta_zsn_t_zerosum__[0, 696]",0.430505,0.169835,0.104873,0.743723,0.000518,0.000785,114809.133703,54437.04861,1.000875
"theta_zsn_t_zerosum__[0, 697]",0.391891,0.110447,0.183522,0.599011,0.000322,0.000427,117382.27745,60325.765041,1.000142
"theta_zsn_t_zerosum__[0, 698]",0.297223,0.110412,0.085779,0.502922,0.000309,0.000441,127407.879574,58778.169284,1.000547
"theta_zsn_t_zerosum__[0, 699]",1.065122,0.077333,0.916475,1.20671,0.000334,0.000283,52855.570853,60940.490607,1.000238
"theta_zsn_t_zerosum__[0, 700]",0.761569,0.467988,-0.133205,1.610444,0.001519,0.002243,108384.389701,53763.192058,1.000392
"theta_zsn_t_zerosum__[0, 701]",-0.03195,0.676602,-1.349979,1.191496,0.002605,0.002595,66906.113589,58385.609968,1.000255
"theta_zsn_t_zerosum__[0, 702]",0.614401,0.108284,0.414205,0.82168,0.000325,0.000389,111467.842546,63768.487683,1.000107
"theta_zsn_t_zerosum__[0, 703]",0.478198,0.114874,0.257844,0.690507,0.000333,0.000464,119036.207744,59011.737494,1.000101
"theta_zsn_t_zerosum__[0, 704]",0.422383,0.428392,-0.468448,1.121404,0.004485,0.003553,13719.333445,1968.199691,1.000964
"theta_zsn_t_zerosum__[0, 705]",-0.54884,0.481236,-1.441525,0.316112,0.001633,0.001962,101921.80607,53574.149535,1.000148
"theta_zsn_t_zerosum__[0, 706]",-0.551784,0.482639,-1.448898,0.31382,0.001624,0.001987,99484.263181,55074.161471,1.000074
"theta_zsn_t_zerosum__[0, 707]",-0.400235,0.491899,-1.348957,0.450762,0.001963,0.001942,57201.33054,56775.970866,1.000298
"theta_zsn_t_zerosum__[0, 708]",0.43205,0.24401,-0.035155,0.885065,0.000803,0.001075,96999.3966,55481.709792,1.000301
"theta_zsn_t_zerosum__[0, 709]",1.369087,0.200728,0.989505,1.742429,0.000638,0.000842,100996.627895,55444.926397,1.000184
"theta_zsn_t_zerosum__[0, 710]",1.257192,0.077652,1.111305,1.403436,0.000281,0.000282,75950.196752,59405.911697,1.000154
"theta_zsn_t_zerosum__[0, 711]",0.131196,0.155306,-0.155436,0.426151,0.000878,0.000638,29261.071,46905.629275,1.00035
"theta_zsn_t_zerosum__[0, 712]",-1.524878,0.174627,-1.857888,-1.198415,0.000517,0.000721,114457.691666,58299.254137,1.000343
"theta_zsn_t_zerosum__[0, 713]",-2.399132,0.188767,-2.754545,-2.046025,0.000623,0.000715,92866.113221,59384.874394,1.000252
"theta_zsn_t_zerosum__[0, 714]",-2.249176,0.186813,-2.610721,-1.908059,0.000664,0.000704,79540.734141,60520.205802,1.000097
"theta_zsn_t_zerosum__[0, 715]",-2.104301,0.20283,-2.486081,-1.719934,0.000601,0.000807,113869.160263,59048.022006,1.000598
"theta_zsn_t_zerosum__[0, 716]",-1.328478,0.121963,-1.560671,-1.100921,0.000492,0.000411,60588.912995,64738.633252,1.000171
"theta_zsn_t_zerosum__[0, 717]",-0.404809,0.315053,-1.011309,0.155703,0.001202,0.001345,74042.113568,55322.881723,1.000131
"theta_zsn_t_zerosum__[0, 718]",-2.064751,0.265111,-2.566689,-1.567641,0.000811,0.001167,108322.16791,57475.497721,1.000164
"theta_zsn_t_zerosum__[0, 719]",-2.406803,0.212379,-2.808129,-2.00834,0.000647,0.000849,108274.545173,58772.048589,1.000872
"theta_zsn_t_zerosum__[0, 720]",-2.27939,0.22319,-2.700764,-1.859017,0.001074,0.000776,42988.219248,48104.463937,1.00032
"delta_h_log__[0, 0]",0.208573,0.203531,-0.17322,0.569347,0.000971,0.001148,50336.942412,41802.947553,1.00026
