model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
gemini-3.1-pro-preview_low,axis4,1,False,False,True,True,False,2026-02-19 00:00:00,1.0993471566808855,1.109917335671346,0.4359779944261239,False,False,False,,,,0.05083269202452059,0.23481673543288573,0.21647814807922566,
gemini-3.1-pro-preview_medium,axis1,1,False,False,True,True,False,2026-02-19 00:00:00,1.3851845511046654,1.4001334831316206,0.44337602561223466,False,False,False,,,,0.05212668894069464,0.2341622353453981,0.22260928993868637,
gemini-3.1-pro-preview_medium,axis2,1,False,False,True,True,False,2026-02-19 00:00:00,1.2763276356929791,1.2818066943883109,0.4002641014990016,False,False,False,,,,0.05212668894069464,0.2341622353453981,0.22260928993868637,
gemini-3.1-pro-preview_medium,axis3,1,False,False,True,True,True,2026-02-19 00:00:00,1.185984397484738,1.192505348696454,0.39894455117598115,False,False,False,,,,0.05212668894069464,0.2341622353453981,0.22260928993868637,
gemini-3.1-pro-preview_medium,axis4,1,False,False,True,True,False,2026-02-19 00:00:00,1.1175780939519517,1.1310258224583052,0.4394209693777604,False,False,False,,,,0.05212668894069464,0.2341622353453981,0.22260928993868637,
gemini-3.5-flash-lite,axis1,6,False,False,False,True,False,2026-07-21 00:00:00,0.9503336754165074,1.00986131543554,0.4619197876797558,False,False,False,,,,0.06434957589972454,0.3734492943642511,0.17231141381394582,
gemini-3.5-flash-lite,axis2,6,False,False,False,True,False,2026-07-21 00:00:00,0.6271280518521163,0.6342162845634722,0.5347240121293192,False,False,False,,,,0.06434957589972454,0.3734492943642511,0.17231141381394582,
gemini-3.5-flash-lite,axis3,6,False,False,False,True,False,2026-07-21 00:00:00,0.7969023094427227,0.8575212611677401,0.4916050589267867,False,False,False,,,,0.06434957589972454,0.3734492943642511,0.17231141381394582,
gemini-3.5-flash-lite,axis4,6,False,False,False,True,False,2026-07-21 00:00:00,0.6193620171176326,0.6423559416815792,0.5002320557458944,False,False,False,,,,0.06434957589972454,0.3734492943642511,0.17231141381394582,
gemini-3.5-flash-lite_high,axis1,5,False,False,False,True,False,2026-07-21 00:00:00,1.0103262691137807,1.060262094246315,0.5114514109029499,False,False,False,,,,0.0770010159672913,0.4037767373467004,0.19070196186457083,
gemini-3.5-flash-lite_high,axis2,5,False,False,False,True,False,2026-07-21 00:00:00,0.7191289364729136,0.6578957968021646,0.5490469766357667,False,False,False,,,,0.0770010159672913,0.4037767373467004,0.19070196186457083,
gemini-3.5-flash-lite_high,axis3,5,False,False,False,True,False,2026-07-21 00:00:00,0.9269246574232894,1.0048751038274906,0.5384631203048805,False,False,False,,,,0.0770010159672913,0.4037767373467004,0.19070196186457083,
gemini-3.5-flash-lite_high,axis4,5,False,False,False,True,False,2026-07-21 00:00:00,0.6722444658112786,0.6062243617783598,0.5069979302033902,False,False,False,,,,0.0770010159672913,0.4037767373467004,0.19070196186457083,
