,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_t_zerosum__[0, 115]",-0.379786,0.156327,-0.678409,-0.086875,0.001693,0.001759,8617.505894,5865.121028,1.000224
"theta_t_zerosum__[0, 116]",-0.43268,0.233405,-0.874594,-0.011157,0.002413,0.003083,10430.772354,5231.686582,0.999957
"theta_t_zerosum__[0, 117]",-0.61044,0.215506,-1.014938,-0.192291,0.002236,0.003148,9820.506532,5957.382482,1.000754
"theta_t_zerosum__[0, 118]",0.978484,0.733733,-0.392927,2.36644,0.006826,0.009585,11569.211014,5644.121241,1.002104
"theta_t_zerosum__[0, 119]",-1.928328,0.39526,-2.6982,-1.213388,0.00388,0.004856,10757.404483,5866.093331,1.001732
"theta_t_zerosum__[0, 120]",-0.955325,0.325134,-1.560835,-0.358282,0.004628,0.005317,5057.60915,4874.325104,1.000854
"theta_t_zerosum__[0, 121]",-0.317365,0.262738,-0.830341,0.134212,0.00301,0.004652,9232.587657,5721.603853,1.000134
"theta_t_zerosum__[0, 122]",0.45169,0.540082,-0.593067,1.427226,0.005641,0.007625,9529.46595,5659.934093,1.000596
"theta_t_zerosum__[0, 123]",-0.984433,0.116326,-1.208063,-0.7716,0.001256,0.001433,8752.76576,5272.639354,1.000324
"theta_t_zerosum__[0, 124]",-1.016289,0.123155,-1.23729,-0.776282,0.001254,0.001592,9842.53137,6213.700954,0.999992
"theta_t_zerosum__[0, 125]",-1.969184,0.136381,-2.212529,-1.700893,0.001707,0.001537,6482.909071,5258.749232,1.000497
"theta_t_zerosum__[0, 126]",-1.34994,0.115801,-1.578538,-1.141333,0.001249,0.001414,8638.32064,5923.865516,1.000895
"theta_t_zerosum__[0, 127]",-0.775577,0.670653,-2.04046,0.476373,0.006868,0.008639,9671.249204,6111.232019,1.000854
"theta_t_zerosum__[0, 128]",-0.281164,0.41353,-1.156931,0.418846,0.005211,0.005457,6801.942852,5130.27757,1.000146
"theta_t_zerosum__[0, 129]",-0.964623,0.267253,-1.465991,-0.470957,0.002433,0.005116,13050.307907,5647.769611,1.000157
